job,agent,model,dataset,task,trial_dir,reward,status
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6465603_rs116855232_summary,pmc6465603_rs116855232_summary__k5VSXfm,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6474277_rs55886062_summary,pmc6474277_rs55886062_summary__q2HBw3c,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6562829_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_summary,pmc6562829_cyp2d6_1_cyp2d6_3_cyp__rmsJqGr,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6562829_cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_summary,pmc6562829_cyp2d6_1_cyp2d6_4_cyp__bquSxvs,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6777606_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_11_summary,pmc6777606_cyp2c9_1_cyp2c9_2_cyp__kskxMp2,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6920759_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_9_cyp2d6_10_cyp2d6_17_cyp2d6_41_summary,pmc6920759_cyp2d6_1_cyp2d6_1xn_c__XP28RL9,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6969041_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc6969041_cyp2c19_1_cyp2c19_2_c__EeEJFJv,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc7221122_cyp2c9_1_cyp2c9_2_cyp2c9_3_summary,pmc7221122_cyp2c9_1_cyp2c9_2_cyp__PemCXuo,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc8062056_rs4149056_summary,pmc8062056_rs4149056_summary__DMQrr3Q,1.0,pass
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc11401437_rs186089140_summary,pmc11401437_rs186089140_summary__i6ruW4J,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc11672886_rs80224560_summary,pmc11672886_rs80224560_summary__C5UQPyE,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1365132_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_summary,pmc1365132_cyp2d6_1_cyp2d6_3_cyp__JW4JiC7,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1401654_nat2_4_nat2_5_nat2_6_nat2_7_nat2_16_summary,pmc1401654_nat2_4_nat2_5_nat2_6___kX9emrB,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1856436_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_4_tpmt_6_tpmt_9_tpmt_12_summary,pmc1856436_tpmt_1_tpmt_2_tpmt_3a__9nRpGJ6,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1856436_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_6_summary,pmc1856436_tpmt_1_tpmt_2_tpmt_3a__pEndpXj,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1873971_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_8_cyp2c19_9_cyp2c19_17_summary,pmc1873971_cyp2c19_1_cyp2c19_2_c__WGVczZf,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1873971_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc1873971_cyp2c19_1_cyp2c19_2_c__ZKA6idj,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1884377_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc1884377_cyp2c19_1_cyp2c19_2_c__FuWtaVo,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1884506_cyp2d6_1_cyp2d6_1xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_14_summary,pmc1884506_cyp2d6_1_cyp2d6_1xn_c__V6CvhsW,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc1885048_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_9_cyp2d6_10_cyp2d6_14_cyp2d6_41_summary,pmc1885048_cyp2d6_1_cyp2d6_1xn_c__bX76LFC,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2014334_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_cyp2c9_13_cyp2c9_14_cyp2c9_16_cyp2c9_29_cyp2c9_31_cyp2c9_33_cyp2c9_37_cyp2c9_39_cyp2c9_42_cyp2c9_43_cyp2c9_45_cyp2c9_50_cyp2c9_52_cyp2c9_55_summary,pmc2014334_cyp2c9_1_cyp2c9_2_cyp__Df2ep6A,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2014902_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_summary,pmc2014902_cyp2c19_1_cyp2c19_2_c__m5DaBP7,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2048549_cyp2d6_1_cyp2d6_4_cyp2d6_4xn_cyp2d6_5_cyp2d6_10_cyp2d6_17_cyp2d6_92_cyp2d6_96_summary,pmc2048549_cyp2d6_1_cyp2d6_4_cyp__ju6ewgp,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2291274_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_summary,pmc2291274_cyp2d6_1_cyp2d6_1xn_c__yc7dqSs,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2xn_cyp2d6_4_cyp2d6_5_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__exd9nkv,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__ud6evwf,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_9_cyp2d6_10_cyp2d6_35_cyp2d6_35xn_cyp2d6_41_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__wqAUwzn,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_summary,pmc2291379_cyp2d6_1_cyp2d6_3_cyp__SxmELBF,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_summary_1451265448,pmc2291379_cyp2d6_1_cyp2d6_3_cyp__vXVE8Et,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2360725_rs121434568_summary,pmc2360725_rs121434568_summary__mBC59oi,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2432487_cyp2c19_1_cyp2c19_2_cyp2c19_3_summary_1183629796,pmc2432487_cyp2c19_1_cyp2c19_2_c__FnRXRP4,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2432487_cyp2c19_1_cyp2c19_2_cyp2c19_3_summary,pmc2432487_cyp2c19_1_cyp2c19_2_c__k6Dzrmb,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2602733_rs3918290_summary_1451274984,pmc2602733_rs3918290_summary_145__aZgdZCM,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2602733_rs3918290_summary,pmc2602733_rs3918290_summary__7qCv4ve,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2816343_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_summary,pmc2816343_cyp2d6_1_cyp2d6_1xn_c__wvmHp3v,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2824234_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_summary,pmc2824234_cyp2d6_1_cyp2d6_3_cyp__Kv7JeUb,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2859392_rs3745274_summary,pmc2859392_rs3745274_summary__97fgXJW,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc2955237_rs56038477_summary,pmc2955237_rs56038477_summary__9ctmLxp,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3061841_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc3061841_cyp2c19_1_cyp2c19_2_c__SVnZwJS,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3090085_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_4_summary,pmc3090085_cyp2c19_1_cyp2c19_2_c__Hja5gTr,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3148255_rs75527207_summary,pmc3148255_rs75527207_summary__Dtugn8E,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3291838_rs9923231_summary,pmc3291838_rs9923231_summary__uxiAbjt,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3330749_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_11_summary,pmc3330749_cyp2c9_1_cyp2c9_2_cyp__FQHu7ek,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3461592_rs2108622_summary,pmc3461592_rs2108622_summary__dQDfbCo,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3522814_cyp2b6_1_cyp2b6_4_cyp2b6_6_cyp2b6_9_cyp2b6_18_cyp2b6_28_summary,pmc3522814_cyp2b6_1_cyp2b6_4_cyp__Rs2Gg3G,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3571021_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc3571021_cyp2c19_1_cyp2c19_2_c__awuFVoo,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3579268_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_4xn_cyp2d6_5_cyp2d6_6_summary,pmc3579268_cyp2d6_1_cyp2d6_3_cyp__PcE38qy,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3579501_cyp3a5_1_cyp3a5_3_cyp3a5_6_cyp3a5_7_summary,pmc3579501_cyp3a5_1_cyp3a5_3_cyp__669xH6j,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3579501_cyp3a5_1_cyp3a5_3_cyp3a5_6_cyp3a5_7_summary_981203719,pmc3579501_cyp3a5_1_cyp3a5_3_cyp__CnJ9yU8,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3657889_rs9923231_summary,pmc3657889_rs9923231_summary__AZywXzH,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3674704_rs12979860_summary,pmc3674704_rs12979860_summary__naNX7ja,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3694243_rs75017182_summary_1184986174,pmc3694243_rs75017182_summary_11__uRgifi8,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3694243_rs75017182_summary,pmc3694243_rs75017182_summary__fh5e3iv,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3773276_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_8_cyp2c19_10_cyp2c19_17_cyp2c19_19_cyp2c19_25_cyp2c19_26_summary,pmc3773276_cyp2c19_1_cyp2c19_2_c__iUwrzdZ,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3775655_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_cyp2d6_29_cyp2d6_36_cyp2d6_41_summary,pmc3775655_cyp2d6_1_cyp2d6_1xn_c__L9BGWx7,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3805522_rs56038477_summary,pmc3805522_rs56038477_summary__smRUfrf,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3805522_rs67376798_summary,pmc3805522_rs67376798_summary__2AT5nJJ,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3821392_rs55886062_summary,pmc3821392_rs55886062_summary__3wju7if,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3821392_rs67376798_summary,pmc3821392_rs67376798_summary__Qq7EvTo,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3839910_hla_a_31_01_summary,pmc3839910_hla_a_31_01_summary__ed3SyZR,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc3839910_hla_b_15_02_hla_b_15_11_summary,pmc3839910_hla_b_15_02_hla_b_15___pvxcwAx,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc384715_hla_b_57_01_summary,pmc384715_hla_b_57_01_summary__rXkPQ5W,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4043918_rs9923231_summary,pmc4043918_rs9923231_summary__dxjctiV,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4059003_ugt1a1_1_ugt1a1_6_ugt1a1_28_ugt1a1_36_ugt1a1_37_summary,pmc4059003_ugt1a1_1_ugt1a1_6_ugt__ZPC4t6q,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4271081_rs55886062_summary,pmc4271081_rs55886062_summary__eFMuHYV,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4308646_cyp2d6_1_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_7_cyp2d6_9_cyp2d6_10_cyp2d6_10x2_cyp2d6_11_cyp2d6_17_cyp2d6_21_cyp2d6_36_cyp2d6_41_summary,pmc4308646_cyp2d6_1_cyp2d6_2_cyp__Jj2Rbq7,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4375304_rs116855232_summary,pmc4375304_rs116855232_summary__QuCbLMo,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4405819_cyp2b6_1_cyp2b6_2_cyp2b6_6_cyp2b6_18_cyp2b6_38_summary,pmc4405819_cyp2b6_1_cyp2b6_2_cyp__aUMVQv9,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4446052_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_9_summary,pmc4446052_tpmt_1_tpmt_2_tpmt_3a__WGEonrS,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4480333_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_summary,pmc4480333_cyp2d6_1_cyp2d6_3_cyp__e5fXZ6x,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4500328_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_4_tpmt_5_tpmt_6_tpmt_7_tpmt_8_tpmt_9_tpmt_12_tpmt_14_tpmt_15_tpmt_16_tpmt_23_summary,pmc4500328_tpmt_1_tpmt_2_tpmt_3a__FeyDDAd,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4502741_rs121908755_summary,pmc4502741_rs121908755_summary__3aSxQRz,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4609097_rs121908757_summary,pmc4609097_rs121908757_summary__JH7nCNp,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4609097_rs121909005_summary,pmc4609097_rs121909005_summary__9dnPra5,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4641035_rs78655421_summary,pmc4641035_rs78655421_summary__8ext4eS,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4737107_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_7_tpmt_9_tpmt_10_tpmt_12_tpmt_13_tpmt_16_tpmt_17_tpmt_18_tpmt_23_summary,pmc4737107_tpmt_1_tpmt_2_tpmt_3a__Trjs9wU,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4737107_tpmt_1_tpmt_2_tpmt_3a_tpmt_3c_tpmt_9_summary_1451748900,pmc4737107_tpmt_1_tpmt_2_tpmt_3a__eBcbeoF,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4737107_tpmt_1_tpmt_2_tpmt_3a_tpmt_3c_tpmt_9_summary,pmc4737107_tpmt_1_tpmt_2_tpmt_3a__iZnsvLm,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4746878_rs4149056_summary,pmc4746878_rs4149056_summary__rybeP5N,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4872310_ugt1a1_1_ugt1a1_28_summary,pmc4872310_ugt1a1_1_ugt1a1_28_su__QqPAXUH,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4879695_rs67376798_summary,pmc4879695_rs67376798_summary__wkD2TKG,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc4930967_ugt1a1_1_ugt1a1_28_summary,pmc4930967_ugt1a1_1_ugt1a1_28_su__bpPWKiq,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5029084_nudt15_1_nudt15_2_nudt15_3_summary,pmc5029084_nudt15_1_nudt15_2_nud__c8keeA4,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5053597_rs12979860_summary_1183680546,pmc5053597_rs12979860_summary_11__jNphvfK,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5053597_rs12979860_summary,pmc5053597_rs12979860_summary__LKLS7zn,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc507468_rs3918290_summary,pmc507468_rs3918290_summary__5az6Dr4,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5079351_rs77932196_summary,pmc5079351_rs77932196_summary__UgBUbmU,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5355968_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc5355968_cyp2c19_1_cyp2c19_2_c__7AiipeH,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5461999_rs113993960_summary,pmc5461999_rs113993960_summary__vpyGjJ7,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5467955_hla_b_15_02_summary,pmc5467955_hla_b_15_02_summary__uQQSvZf,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc554812_hla_b_58_01_summary,pmc554812_hla_b_58_01_summary__2uPLFAQ,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5564514_cyp2d6_1_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_9_cyp2d6_10_cyp2d6_17_cyp2d6_29_cyp2d6_31_cyp2d6_35_cyp2d6_41_summary,pmc5564514_cyp2d6_1_cyp2d6_2_cyp__xn9hqgo,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5700347_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc5700347_cyp2c19_1_cyp2c19_2_c__MhFTMCg,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5728073_rs4149056_summary,pmc5728073_rs4149056_summary__pLbnLcC,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5728073_slco1b1_1_slco1b1_5_slco1b1_15_summary,pmc5728073_slco1b1_1_slco1b1_5_s__9nGRnjd,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc5775044_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_4_cyp2c19_5_cyp2c19_6_cyp2c19_8_cyp2c19_17_summary,pmc5775044_cyp2c19_1_cyp2c19_2_c__mR6x2ey,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6132901_nudt15_1_nudt15_2_nudt15_3_summary,pmc6132901_nudt15_1_nudt15_2_nud__pPFRdTg,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6373376_cyp2c9_1_cyp2c9_2_cyp2c9_3_summary,pmc6373376_cyp2c9_1_cyp2c9_2_cyp__85L6KrW,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6461793_rs2231142_summary,pmc6461793_rs2231142_summary__y6qrXzK,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6462825_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_summary,pmc6462825_cyp2c9_1_cyp2c9_2_cyp__5XGAwFx,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6465603_rs116855232_summary,pmc6465603_rs116855232_summary__uW9mKsU,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6474277_rs55886062_summary,pmc6474277_rs55886062_summary__ZFpZiRB,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6562829_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_summary,pmc6562829_cyp2d6_1_cyp2d6_3_cyp__bTZodF7,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6562829_cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_summary,pmc6562829_cyp2d6_1_cyp2d6_4_cyp__Yvqfere,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6777606_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_11_summary,pmc6777606_cyp2c9_1_cyp2c9_2_cyp__iV4dY7v,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6920759_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_9_cyp2d6_10_cyp2d6_17_cyp2d6_41_summary,pmc6920759_cyp2d6_1_cyp2d6_1xn_c__t3JNmMp,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc6969041_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc6969041_cyp2c19_1_cyp2c19_2_c__NqrRfXP,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc7221122_cyp2c9_1_cyp2c9_2_cyp2c9_3_summary,pmc7221122_cyp2c9_1_cyp2c9_2_cyp__z3XP8n8,0.0,fail
2026-02-18__03-55-41,codex,o4-mini,summary_qa,pmc8062056_rs4149056_summary,pmc8062056_rs4149056_summary__Gc6wxLK,0.0,fail
2026-02-18__11-53-25,codex,o4-mini,summary_qa,cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_1183630065,cyp2c19_1_cyp2c19_2_cyp2c19_3_cy__oQKTHSV,,error
2026-02-18__11-53-25,codex,o4-mini,summary_qa,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_981238341,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c__EEfkkVk,,error
2026-02-18__11-53-25,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_1183617651,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp__VjeqTWn,,error
2026-02-18__11-53-25,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_1451288220,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d__vKG8rcG,,error
2026-02-18__11-53-25,codex,o4-mini,summary_qa,rs2108622_655385400,rs2108622_655385400__Hv4onWW,,error
2026-02-18__11-53-44,codex,o4-mini,summary_qa,cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_1183630065,cyp2c19_1_cyp2c19_2_cyp2c19_3_cy__pNoMJ4V,,error
2026-02-18__11-53-44,codex,o4-mini,summary_qa,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_981238341,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c__usrRmnw,,error
2026-02-18__11-53-44,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_1183617651,cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp__H6rDZxN,,error
2026-02-18__11-53-44,codex,o4-mini,summary_qa,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_1451288220,cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d__nsea8mm,,error
2026-02-18__11-53-44,codex,o4-mini,summary_qa,rs2108622_655385400,rs2108622_655385400__BrmEtSM,,error
2026-02-18__11-54-04,codex,o4-mini,summary_qa,cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_1183630065,cyp2c19_1_cyp2c19_2_cyp2c19_3_cy__MyQnGMM,,error
2026-02-18__11-54-04,codex,o4-mini,summary_qa,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_981238341,cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c__oMhQD5j,,error
